symbol,name,date,current_price,market_cap,total_volume
btc,Bitcoin,10-02-2024,47143.24299107112,925541926938.6151,41993952311.122856
btc,Bitcoin,09-02-2024,45338.271189789484,890468166608.419,27709605138.49859
btc,Bitcoin,08-02-2024,44247.415415479314,868672050077.7697,21200879624.73537
btc,Bitcoin,07-02-2024,43087.78740814285,845393687725.6221,17131113853.23615
btc,Bitcoin,06-02-2024,42648.45692113544,836630860392.2917,18682275991.626797
btc,Bitcoin,05-02-2024,42599.35997055978,835416357159.2295,11250814654.362
btc,Bitcoin,04-02-2024,42976.84829990829,842668526994.8004,7779819312.310763
btc,Bitcoin,03-02-2024,43170.65856159975,846561992602.431,18624791426.130833
btc,Bitcoin,02-02-2024,43069.043420936796,844585195327.6586,22443682768.722225
btc,Bitcoin,01-02-2024,42583.26354663417,835421372330.6442,22197944957.07849
btc,Bitcoin,31-01-2024,42892.03453014447,839294111912.5715,24526664209.358597
btc,Bitcoin,30-01-2024,43267.60927638767,849198976216.4734,20680322267.003654
btc,Bitcoin,29-01-2024,42026.57856232145,824240091063.3245,13669905344.783924
btc,Bitcoin,28-01-2024,42119.61049464309,826254540126.2368,10694258830.371908
btc,Bitcoin,27-01-2024,41862.9356109399,820989861818.084,22681602408.52447
btc,Bitcoin,26-01-2024,39938.28644155878,783180536824.566,13376924612.77818
btc,Bitcoin,25-01-2024,40123.67105847147,786928905377.1826,22217129215.385582
btc,Bitcoin,24-01-2024,39833.45410501688,779133357029.7626,29683327703.0343
btc,Bitcoin,23-01-2024,39504.73005758438,775020895102.2928,31202848830.101707
btc,Bitcoin,22-01-2024,41541.89945706261,814709364023.4832,8032696833.695371
btc,Bitcoin,21-01-2024,41626.10711003664,817217622403.9753,9533488489.00503
btc,Bitcoin,20-01-2024,41600.94093254464,815241536115.3193,24407872954.726807
btc,Bitcoin,19-01-2024,41261.39479801012,808845819110.2808,25160430945.289833
btc,Bitcoin,18-01-2024,42713.859186938986,836987995502.6503,21299064875.187115
btc,Bitcoin,17-01-2024,43148.00164342693,845770850849.578,22023116042.275295
btc,Bitcoin,16-01-2024,42587.336038354406,835225973285.8562,22634527323.56315
btc,Bitcoin,15-01-2024,41800.93282193406,822907066751.3778,16968959097.076523
btc,Bitcoin,14-01-2024,42848.47451640749,839198740717.084,19424747840.478386
btc,Bitcoin,13-01-2024,42893.92960550481,838383512176.7352,45913301456.05085
btc,Bitcoin,12-01-2024,46314.355541602694,909846384596.2129,49198128806.306175
btc,Bitcoin,11-01-2024,46632.31314804979,915259343942.0361,52030057180.57072
btc,Bitcoin,10-01-2024,46105.94607828697,902166917320.3264,39887918405.77868
btc,Bitcoin,09-01-2024,46936.185561217506,919666641903.4098,40821502383.50064
